id,title_ru,title_en,focus,equipment,level,minutes,calories,sets,description,requirements,steps,warnings,image,video,history,doctor_review,source_url,data_license,focus_ru,equipment_ru,description_ru,requirements_ru,steps_ru,warnings_ru,history_ru
wger-1430-easy,Платная пленка Hold  вариант для начинающих [wger-1430],Plate Pinch Hold — beginner variation [wger-1430],Arms: Shoulders,bodyweight,начальный,10,52,2,"The plate pinch hold is a grip strength exercise designed to target the forearms and improve grip endurance. Select one or two weight plates (smooth-edged plates work best) and pinch them together between your thumb and fingers. Hold the plates with your arm straight down by your side or extended slightly in front of you. Maintain the hold for as long as you can, keeping your shoulders relaxed and your grip firm. This exercise can be done for time or repetitions.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"The plate pinch hold is a grip strength exercise designed to target the forearms and improve grip endurance. Select one or two weight plates (smooth-edged plates work best) and pinch them together between your thumb and fingers. Hold the plates with your arm straight down by your side or extended slightly in front of you. Maintain the hold for as long as you can, keeping your shoulders relaxed and your grip firm. This exercise can be done for time or repetitions.\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: bodyweight. Расход 52 ккал за 10 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1430/view,wger · CC-BY-SA 4 · hpmbala@gmail.com,Руки: плечи,вес тела,"Удерживание на плитке - это упражнение на прочность укрепления укрепления, предназначенное для укрепления передних рук и улучшения выдержки укрепления. Выберите одну или две весовые плиты (гладкие крайние плиты лучше всего работают) и скрещивайте их между пальцами.\nЭто упражнение можно делать на время или повторять.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"Удерживание на плитке - это упражнение на прочность укрепления укрепления, предназначенное для укрепления передних рук и улучшения выдержки укрепления. Выберите одну или две весовые плиты (гладкие крайние плиты лучше всего работают) и скрещивайте их между пальцами.\nЭто упражнение можно делать на время или повторять.\nОлегкий вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1433-easy,Вспять деревянные шлаки  вариант для начинающих [wger-1433],Reverse Wood Chops — beginner variation [wger-1433],"Back: Glutes, Lats, Shoulders, Biceps, Obliquus externus abdominis, Quads, Abs",none (bodyweight exercise),начальный,13,76,2,"* Attach a looping resistance band to a rack below knee height\n* Grip the other end of the band like holding a baseball bat with both hands\n* Stretch the band facing it\n* Start with your hands at the side of your hips, knees bent\n* Rotate your hips while moving your hands towards over the top of your opposite shoulder\n* Imagine the motion as striking a baseball with a bat",Инвентарь: none (bodyweight exercise). Освободите безопасное место и подготовьте воду.,"* Attach a looping resistance band to a rack below knee height\n* Grip the other end of the band like holding a baseball bat with both hands\n* Stretch the band facing it\n* Start with your hands at the side of your hips, knees bent\n* Rotate your hips while moving your hands towards over the top of your opposite shoulder\n* Imagine the motion as striking a baseball with a bat\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-8.fbdfb46f3bc0.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: none (bodyweight exercise). Расход 76 ккал за 13 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1433/view,wger · CC-BY-SA 4 · M9,"Задняя: Глюты, латы, плечи, бицепсы, Obliquus externus abdominis, квад, абс",никаких (нагрузки на вес тела),"* Прикрепите петлю сопротивления к стойке ниже высоты колена * Хватайте другой конец ленты, как держать бейсбольный мяч обеими руками * Протяните ленту в сторону от нее * Начните с рук в сторону бедра, колени сгибаются * Перейдите бедрами, двигая руками вверх по плечу * Представьте движение, как ударить бейсбольный мяч мячом",Инвентарь: никаких (нагрузки на вес тела). Освободите безопасное место и подготовьте воду.,"* Присоедините петлю сопротивления к стойке ниже высоты колена\n* Хватать другой конец группы , как держать бейсбольную палочку обеими руками\n* Протягивай полосу в сторону\n* Начните с рук на боку бедра, с сгнутых колен\n* Поворачивайте бедра , пока движите руки вверх по спине противоположного плеча\n* Представьте движение , как удар по бейсболу битом\nОлегкий вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1434-easy,Lat Pull DB  вариант для начинающих [wger-1434],Lat Pull DB — beginner variation [wger-1434],"Back: Lats, Glutes",Dumbbell,начальный,14,82,2,* Bend upper body forward\n* Move dumbbells near your body with slightly bent arms towards your back,Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"* Bend upper body forward\n* Move dumbbells near your body with slightly bent arms towards your back\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-12.6a5de7a0e373.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Dumbbell. Расход 82 ккал за 14 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1434/view,wger · CC-BY-SA 4 · M9,"Задние: латыши, глюты",Дэмббелл,* Поклоните верхнюю часть тела вперед * Переместите дубббллы рядом с телом с слегка сгнутыми руками в сторону спины,Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,"* Bend upper body forward\n* Move dumbbells near your body with slightly bent arms towards your back\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1435-easy,Скапуля Стягивает  вариант для начинающих [wger-1435],Scapula Pulls — beginner variation [wger-1435],"Back: Lats, Trapezius",Pull-up bar,начальный,15,88,2,"* Hang straight on a pull-up bar\n* Pull shoulder blades together, moving the body slightly up",Инвентарь: Pull-up bar. Освободите безопасное место и подготовьте воду.,"* Hang straight on a pull-up bar\n* Pull shoulder blades together, moving the body slightly up\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-12.6a5de7a0e373.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Pull-up bar. Расход 88 ккал за 15 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1435/view,wger · CC-BY-SA 4 · M9,"Задние: Латс, Трапеций",Сборная,"* Поднимите плечевые лопатки вместе, немного подняв тело",Инвентарь: Сборная. Освободите безопасное место и подготовьте воду.,"* Hang straight on a pull-up bar\n* Pull shoulder blades together, moving the body slightly up\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1436-easy,Пин Бенч Пресс BB  вариант для начинающих [wger-1436],Pin Bench Press BB — beginner variation [wger-1436],"Chest: Chest, Triceps",Barbell,начальный,16,93,2,"* Set security pins to about the height of your sticking point\n* Lower the bar, rest on the pins for 1s while holding tension\n* Move bar up with maximum force",Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"* Set security pins to about the height of your sticking point\n* Lower the bar, rest on the pins for 1s while holding tension\n* Move bar up with maximum force\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-4.c9fa9a228bc8.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Barbell. Расход 93 ккал за 16 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1436/view,wger · CC-BY-SA 4 · M9,"Кровь: Кровь, трицепсы",Барбелл,"* Настройка штифов безопасности примерно на высоту точки нажатия * Снижение бара, отдых на штифов на 1s, держая напряжение * Перемещение бара вверх с максимальной силой",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"* Настроить штифы безопасности примерно на высоту вашей точки наклеивания * Снимайте штифку, отдохните на штифах на 1 секунду, держая напряжение * Переместите штифку вверх с максимальной силой Облегчённый вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1437-easy,Пин Squat  вариант для начинающих [wger-1437],Pin Squat — beginner variation [wger-1437],"Legs: Hamstrings, Glutes, Quads, Abs",Barbell,начальный,17,109,2,"* Set security pins to about the height of your sticking point\n* Lower the bar, rest on the pins for 2s keeping tension\n* Stand up with maximum force",Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"* Set security pins to about the height of your sticking point\n* Lower the bar, rest on the pins for 2s keeping tension\n* Stand up with maximum force\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-11.54ef31755917.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Barbell. Расход 109 ккал за 17 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1437/view,wger · CC-BY-SA 4 · M9,"Ноги: Хамстринг, Глюте, Квад, Абс",Барбелл,"* Настроить защитные штифы примерно на высоту точки нажатия * Спустить штиф, отдохнуть на штифах на 2 секунды, поддерживая напряжение * Встать с максимальной силой",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"* Настроить штифы безопасности примерно на высоту вашей точки наклеивания * Снимайте штифку, отдохните на штифах на 2 секунды, поддерживая напряжение * Встаньте с максимальной силой Облеггённый вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1438-easy,Чистая  вариант для начинающих [wger-1438],Clean — beginner variation [wger-1438],"Legs: Glutes, Quads, Hamstrings, Lats, Abs",Barbell,начальный,18,116,2,"Regular olympic lift clean.\nPull bar from ground, catch on shoulders performing a front squat.",Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"Regular olympic lift clean.\nPull bar from ground, catch on shoulders performing a front squat.\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-8.fbdfb46f3bc0.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Barbell. Расход 116 ккал за 18 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1438/view,wger · CC-BY-SA 4 · M9,"Ноги: Глюты, квадроциклы, Хамстрингсы, Латс, Абс",Барбелл,"Регулярный олимпийский лифт чист, вытягиваю бар из земли, ловишь на плечах, выполняя передний приседание.",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"Regular olympic lift clean.\nPull bar from ground, catch on shoulders performing a front squat.\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1439-easy,Пин OHP  вариант для начинающих [wger-1439],Pin OHP — beginner variation [wger-1439],"Shoulders: Shoulders, Triceps",Barbell,начальный,19,100,2,* Set security pins to the height of your lower chin\n* Rest bar on pins keeping tension\n* Raise bar over head,Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"* Set security pins to the height of your lower chin\n* Rest bar on pins keeping tension\n* Raise bar over head\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Barbell. Расход 100 ккал за 19 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1439/view,wger · CC-BY-SA 4 · M9,"Оши: Оши, трицепсы",Барбелл,"* Настроить защитные штифы на высоту нижней подбородки * Постарайтесь отдохнуть на штифах , поддерживая напряжение * Поднимите штифку над головой",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"* Set security pins to the height of your lower chin\n* Rest bar on pins keeping tension\n* Raise bar over head\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1440-easy,Сдвинуть OHP  вариант для начинающих [wger-1440],Push OHP — beginner variation [wger-1440],"Shoulders: Shoulders, Glutes, Quads, Triceps",Barbell,начальный,8,42,2,* Rest bar in front on your shoulders\n* Bend knees while keeping upper body straight\n* Extend legs pushing the bar overhead with force,Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"* Rest bar in front on your shoulders\n* Bend knees while keeping upper body straight\n* Extend legs pushing the bar overhead with force\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Barbell. Расход 42 ккал за 8 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1440/view,wger · CC-BY-SA 4 · M9,"Оши: Оши, глюты, квадры, трицепсы",Барбелл,"* Постарайтесь отдохнуть перед собой на плечах * Погибайте колени , держа вверх часть тела прямой * Протяните ноги , толкая бар силой над головой",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"* Постарайтесь отдохнуть перед вами на плечах * Погибайте колени, держа вверхную часть тела прямой * Расширите ноги, толкая бар над головой силой Облеггённый вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1441-easy,Наклонившись OHP DB  вариант для начинающих [wger-1441],Incline OHP DB — beginner variation [wger-1441],"Shoulders: Shoulders, Triceps",Dumbbell,начальный,9,47,2,"* Sit on a bench with 45° incline\n* Ellbows 45° out\n* Move dumbbells down until upper arms are parallel to shoulders\n* Move dumbbells up, meeting overhead",Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"* Sit on a bench with 45° incline\n* Ellbows 45° out\n* Move dumbbells down until upper arms are parallel to shoulders\n* Move dumbbells up, meeting overhead\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Dumbbell. Расход 47 ккал за 9 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1441/view,wger · CC-BY-SA 4 · M9,"Оши: Оши, трицепсы",Дэмббелл,"* Сидеть на скамейке с наклоном 45° * Игнуты 45° вверх * Перемещать дубблёны вниз, пока верхние руки не будут параллельны плечам * Перемещать дублёны вверх, встречаясь над головой",Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,"* Сидеть на скамейке с наклоном 45° * Клясть 45° выходя * Перемещать дубббллы вниз, пока верхние руки не будут параллельны плечам * Перемещать дуббллы вверх, встречаясь над головой Облеггённый вариант: уменьшить амплитуду и сопротивление, выполнять движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1442-easy,Kreis Press DB  вариант для начинающих [wger-1442],Kreis Press DB — beginner variation [wger-1442],"Shoulders: Shoulders, Biceps, Chest, Abs, Triceps",Dumbbell,начальный,10,52,2,"* Sit on a bench with 45° incline\n* Hold dumbbells overhead\n* Move dumbbells down as if doing overhead press\n* Rotate dumbbells palms facing up and extend your arms in front of your body\n* Move hands together until dumbbells meet, keep arms extended\n* Reverse the motion until dumbbells are overhead again\n* This is one repetition",Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"* Sit on a bench with 45° incline\n* Hold dumbbells overhead\n* Move dumbbells down as if doing overhead press\n* Rotate dumbbells palms facing up and extend your arms in front of your body\n* Move hands together until dumbbells meet, keep arms extended\n* Reverse the motion until dumbbells are overhead again\n* This is one repetition\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Dumbbell. Расход 52 ккал за 10 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1442/view,wger · CC-BY-SA 4 · M9,"Оши: Оши, бицепсы, грудь, абс, трицепсы",Дэмббелл,"* Сидеть на скамейке с наклоном 45° * держать дубббэлл над головой * перемещать дубббэлл вниз, как будто делая верхнюю прессу * вращать дуббэлллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллл",Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,"* Сидеть на скамейке с наклоном 45°\n* Держи дубббэлл над головой\n* Переместить дубббллов вниз , как будто делая верхнюю прессу\n* Переключи руками руками вверх и вытяни руки перед телом\n* Двигайте руки вместе, пока не встретится дубббелл, держите руки протянутыми\n* Переверните движение , пока дубббл снова не будут выведены\n* Это одно повторение\nОлегкий вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1443-easy,Сборочный и передний DB  вариант для начинающих [wger-1443],Shoulder Raise Side and Front DB — beginner variation [wger-1443],Shoulders: Shoulders,Dumbbell,начальный,11,58,2,"* Stand while holding dumbbells beside body\n* Keep arms almost fully extended\n* Without momentum raise dumbbells to the side of your body until shoulder height, palms facing down\n* Lower dumbbells beside body, palms facing inwards\n* Immediately raise dumbbells in front of your body until shoulder height, palms facing down\n* Down again\n* This is one repetition",Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"* Stand while holding dumbbells beside body\n* Keep arms almost fully extended\n* Without momentum raise dumbbells to the side of your body until shoulder height, palms facing down\n* Lower dumbbells beside body, palms facing inwards\n* Immediately raise dumbbells in front of your body until shoulder height, palms facing down\n* Down again\n* This is one repetition\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Dumbbell. Расход 58 ккал за 11 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1443/view,wger · CC-BY-SA 4 · M9,Оши: Оши,Дэмббелл,"* Стойте, держая дубббэллы рядом с телом * Держите руки почти полностью вытянутыми * Без движения поднимайте дуббэллы в сторону тела до высоты плеч, пальмы сверху вниз * Ниже дубэллы рядом с телом, пальмы сверху вниз * Немедленно поднимайте дубэллы перед телом до высоты плеча, пальмы сверху вниз * Опять вниз * Это одно повторение",Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,"* Стоять, держа рубашки рядом с телом\n* Держи руки почти полностью вытянутыми\n* Без толчки поднимайте дубббллы к бокам тела до высоты плеч, ладоши сверху\n* Ниже рубашки рядом с телом, ладонь вверх\n* Немедленно поднимите дубббл перед телом до высоты плеч, ладоши сверху\n* Опять вниз\n* Это одно повторение\nОлегкий вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-1445-easy,Герак ОЛ  вариант для начинающих [wger-1445],Jerk OL — beginner variation [wger-1445],"Shoulders: Shoulders, Glutes, Quads, Triceps",Barbell,начальный,13,68,2,Olympic lift jerk\n* Hold bar in front on shoulders like push press\n* Bend and extend knees pushing bar up while diving under the bar\n* Catch bar overhead with straight arms using lunge\n* Move feet parallel while holding bar in lockout,Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"Olympic lift jerk\n* Hold bar in front on shoulders like push press\n* Bend and extend knees pushing bar up while diving under the bar\n* Catch bar overhead with straight arms using lunge\n* Move feet parallel while holding bar in lockout\nОблегчённый вариант: уменьшите амплитуду и сопротивление, выполняйте движение медленно, оставляя 3-4 повтора в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: начните с облегчённой техники и оставляйте запас повторов. Инвентарь: Barbell. Расход 68 ккал за 13 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/1445/view,wger · CC-BY-SA 4 · M9,"Оши: Оши, глюты, квадры, трицепсы",Барбелл,"Олимпийский подъемник * Держите бар перед собой на плечах как нажимание * Погибайте и протяните колени, толкайте бар вверх , пока ныряете под бар * Поймайте бар вверх с прямыми руками с помощью ломбета * Переднимите ноги параллельно , пока держите бар в замок",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"Олимпийский подъемник * Держите бар перед собой на плечах, как нажатие * Погибайте и протяните колени, толкая бар вверх, падая под бар * Поймайте бар вверх с прямыми руками с помощью лонге * Перейдите ногами параллельно, держая бар в замок Облегчённый вариант: уменьшите амплитуду и сопротивление, выполните движение медленно, оставляя 3-4 повторения в запасе.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
