id,title_ru,title_en,category,kind,calories,protein,fat,carbs,sugar,carb_type,fiber,alcohol,salt,health_level,composition,ingredients,preparation,minutes,cost,image,video,history,doctor_review,source_url,data_license
off-3178530416541,"Galettes au bon beurre bio — St Michel, 130 g [3178530416541]","Galettes au bon beurre bio — St Michel, 130 g [3178530416541]",Snacks,sweet,454,8,14,72,27,смешанные,3,,0.94,9,"Farine de blé* 66%, sucre, beurre* 16%, œufs* 2.7%, rhum*, sel marin gris, poudres à lever: carbonates d'ammonium et de sodium, lait écrémé en poudre*. *Ingrédients issus de l'agriculture biologique. Traces éventuelles de fruits à coque, graines de sésame, soja.","Farine de blé* 66%, sucre, beurre* 16%, œufs* 2.7%, rhum*, sel marin gris, poudres à lever: carbonates d'ammonium et de sodium, lait écrémé en poudre*. *Ingrédients issus de l'agriculture biologique. Traces éventuelles de fruits à coque, graines de sésame, soja.",,0,0,https://images.openfoodfacts.org/images/products/317/853/041/6541/front_fr.56.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (27 г на 100 г/мл); высокая энергетическая плотность (454 ккал). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3178530416541/galettes-au-bon-beurre-bio-st-michel,Open Food Facts — ODbL 1.0
off-3228857001330,"Harrys brioche tranchee farine complete sans additif 485g, 485 g [3228857001330]","Harrys brioche tranchee farine complete sans additif 485g, 485 g [3228857001330]",Plant-based foods and beverages,drink,336,8,11,47,15,смешанные,8,,0.93,6,"Farine complète de BLÉ 27,8%, farine de BLÉ 27,5%, eau, sucre, OEUFS frais 9,5%, beurre pâtissier (LAIT), huile de colza, levure, arômes (contient BLÉ, alcool), sel, gluten de BLÉ, extraits végétaux à pouvoir colorant (curcuma, paprika), extrait d'acérola. Peut contenir des traces de SOJA, FRUITS A COQUE et GRAINES DE SÉSAME.","Farine complète de BLÉ 27,8%, farine de BLÉ 27,5%, eau, sucre, OEUFS frais 9,5%, beurre pâtissier (LAIT), huile de colza, levure, arômes (contient BLÉ, alcool), sel, gluten de BLÉ, extraits végétaux à pouvoir colorant (curcuma, paprika), extrait d'acérola. Peut contenir des traces de SOJA, FRUITS A COQUE et GRAINES DE SÉSAME.",,0,0,https://images.openfoodfacts.org/images/products/322/885/700/1330/front_fr.78.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (8 г); сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3228857001330/harrys-brioche-tranchee-farine-complete-sans-additif-485g,Open Food Facts — ODbL 1.0
off-3229820795515,"Lait d’avoine bio — Bjorg, 50 cl [3229820795515]","Lait d’avoine bio — Bjorg, 50 cl [3229820795515]",Plant-based foods and beverages,drink,45,0,2,7,4,простые,1,,0.09,6,"Eau, avoine* 11%, huile de tournesol* pressée à froid, algue marine Lithothamnium calcareum 0,4%, sel marin. * Ingrédients biologiques.","Eau, avoine* 11%, huile de tournesol* pressée à froid, algue marine Lithothamnium calcareum 0,4%, sel marin. * Ingrédients biologiques.",,0,0,https://images.openfoodfacts.org/images/products/322/982/079/5515/front_fr.66.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3229820795515/lait-d-avoine-bio-bjorg,Open Food Facts — ODbL 1.0
off-3250392542733,"Yaourt a la grecque pot 1kg — Páturages, Itineraire des saveurs, 1000 g [3250392542733]","Yaourt a la grecque pot 1kg — Páturages, Itineraire des saveurs, 1000 g [3250392542733]",Dairies,product,110,4,8,5,4,простые,0,,0.1,6,"Lait entier pasteurisé (Origine : France), crème** pasteurisée (Origine : France), protéines de lait, ferments lactiques**.** dont lait.","Lait entier pasteurisé (Origine : France), crème** pasteurisée (Origine : France), protéines de lait, ferments lactiques**.** dont lait.",,0,0,https://images.openfoodfacts.org/images/products/325/039/254/2733/front_fr.59.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3250392542733/yaourt-a-la-grecque-pot-1kg-paturages,Open Food Facts — ODbL 1.0
off-3256220610452,"Chocolat noir à pâtisser Tablette de 200g — U, 200 g [3256220610452]","Chocolat noir à pâtisser Tablette de 200g — U, 200 g [3256220610452]",Snacks,sweet,521,8,30,51,48,простые,8,,0.02,2,"Pate de cacao* (cote d'ivoire), sucre, beurre de cacao, émulsifiant : lecithines, arome. Cacao : 52% minimum/. traces eventuelles de fruits a coque, de cereales contenant du gluten et de lait. *feves de cacao provenant du programme transparence cacao.","Pate de cacao* (cote d'ivoire), sucre, beurre de cacao, émulsifiant : lecithines, arome. Cacao : 52% minimum/. traces eventuelles de fruits a coque, de cereales contenant du gluten et de lait. *feves de cacao provenant du programme transparence cacao.",,0,0,https://images.openfoodfacts.org/images/products/325/622/061/0452/front_fr.66.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (48 г на 100 г/мл); есть значимое количество клетчатки (8 г); высокая энергетическая плотность (521 ккал). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3256220610452/chocolat-noir-a-patisser-tablette-de-200g-u,Open Food Facts — ODbL 1.0
off-3256221675603,"Boisson végétale amande intense brique 1 litre — U, U Bio [3256221675603]","Boisson végétale amande intense brique 1 litre — U, U Bio [3256221675603]",Beverages and beverages preparations,drink,63,2,4,5,4,простые,0,,0.02,6,"Eau, AMANDE * 7%, sucre de canne*, épaississant : farine de graines de caroube*. *ingrédient issu de l'agriculture biologique.","Eau, AMANDE * 7%, sucre de canne*, épaississant : farine de graines de caroube*. *ingrédient issu de l'agriculture biologique.",,0,0,https://images.openfoodfacts.org/images/products/325/622/167/5603/front_fr.73.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3256221675603/boisson-vegetale-amande-intense-brique-1-litre-u,Open Food Facts — ODbL 1.0
off-3256228437921,"Pâte à tartiner aux noisettes pot 700g — U, U Bio, 700 g [3256228437921]","Pâte à tartiner aux noisettes pot 700g — U, U Bio, 700 g [3256228437921]",Breakfasts,sweet,519,9,27,59,56,простые,4,,0.18,2,"Sucre de canne*, NOISETTES* 16%, huile de tournesol*, LAIT écrémé en poudre*, cacao maigre en poudre*1 8%, beurre de cacao*1, émulsifiant : lécithine de tournesol*, arôme naturel de vanille*. Traces éventuelles de soja et d'autres fruits à coque. * Ingrédient issu de l'agriculture biologique. 1 Certifié Rainforest Alliance. Plus d'informations sur ra.org Origines : Sucre de canne Amérique. Noisette Italie et/ou Turquie **. Huile de tournesol Europe et/ou Asie**. Lait Europe. Cacao Amérique. **Selon les approvisionnements.","Sucre de canne*, NOISETTES* 16%, huile de tournesol*, LAIT écrémé en poudre*, cacao maigre en poudre*1 8%, beurre de cacao*1, émulsifiant : lécithine de tournesol*, arôme naturel de vanille*. Traces éventuelles de soja et d'autres fruits à coque. * Ingrédient issu de l'agriculture biologique. 1 Certifié Rainforest Alliance. Plus d'informations sur ra.org Origines : Sucre de canne Amérique. Noisette Italie et/ou Turquie **. Huile de tournesol Europe et/ou Asie**. Lait Europe. Cacao Amérique. **Selon les approvisionnements.",,0,0,https://images.openfoodfacts.org/images/products/325/622/843/7921/front_fr.60.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (56 г на 100 г/мл); высокая энергетическая плотность (519 ккал). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3256228437921/pate-a-tartiner-aux-noisettes-pot-700g-u,Open Food Facts — ODbL 1.0
off-3263670012347,"Sardines sans arêtes huile olive v.e. CBLE 115g — Connétable, 115 g [3263670012347]","Sardines sans arêtes huile olive v.e. CBLE 115g — Connétable, 115 g [3263670012347]",Seafood,product,222,24,14,0,0,,0,,1,8,"sardines, huile d'olive vierge extra, sel.","sardines, huile d'olive vierge extra, sel.",,0,0,https://images.openfoodfacts.org/images/products/326/367/001/2347/front_fr.27.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокое содержание белка (24 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3263670012347/sardines-sans-aretes-huile-olive-v-e-cble-115g-connetable,Open Food Facts — ODbL 1.0
off-3270160694631,"Crevettes,Saint-Jacques et petites pâtes, sauce au basilic — Picard, 350 g [3270160694631]","Crevettes,Saint-Jacques et petites pâtes, sauce au basilic — Picard, 350 g [3270160694631]",Frozen foods,meal,151,9,6,16,2,сложные,1,,0.45,8,"Pâte cuite 45% (semoule de BLÉ dur (GLUTEN), eau), noix de Saint-Jacques (MOLLUSQUES) 15,1%, crevette décortiquée 14% (CRUSTACÉS), courgette grillée 9,7%, huile d'olive vierge extra 4,6%, tomate marinée 3,1% (tomate semi-déshydratée, huile de colza, sel, ail, origan), Parmigiano Reggiano (contient LAIT), eau, basilic 2,6%, sel, ail.","Pâte cuite 45% (semoule de BLÉ dur (GLUTEN), eau), noix de Saint-Jacques (MOLLUSQUES) 15,1%, crevette décortiquée 14% (CRUSTACÉS), courgette grillée 9,7%, huile d'olive vierge extra 4,6%, tomate marinée 3,1% (tomate semi-déshydratée, huile de colza, sel, ail, origan), Parmigiano Reggiano (contient LAIT), eau, basilic 2,6%, sel, ail.","Источник не содержит проверенного рецепта этого готового блюда. Следуйте способу приготовления, температуре и условиям хранения на упаковке; не используйте эту карточку как замену инструкции производителя.",0,0,https://images.openfoodfacts.org/images/products/327/016/069/4631/front_fr.83.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3270160694631/crevettes-saint-jacques-et-petites-pates-sauce-au-basilic-picard,Open Food Facts — ODbL 1.0
off-3276650102228,"Sauce Alger — Samia, 350 ml [3276650102228]","Sauce Alger — Samia, 350 ml [3276650102228]",Condiments,product,457,2,41,20,16,простые,1,0,1.6,2,"Huile de colza, eau, sirop de glucose-fructose, oignons 5.5%, purée de tomates, jaune d'œuf 3.56%, vinaigre, sel, jus d'oignons concentré 1%, poudre d'oignons 0.5%, poivron, amidon, amidon modifié de maïs, arôme naturel, acidifiant: lactique, conservateur: sorbate de potassium, épices, arôme naturel de capsicum, épaississant: gomme xanthane.","Huile de colza, eau, sirop de glucose-fructose, oignons 5.5%, purée de tomates, jaune d'œuf 3.56%, vinaigre, sel, jus d'oignons concentré 1%, poudre d'oignons 0.5%, poivron, amidon, amidon modifié de maïs, arôme naturel, acidifiant: lactique, conservateur: sorbate de potassium, épices, arôme naturel de capsicum, épaississant: gomme xanthane.",,0,0,https://images.openfoodfacts.org/images/products/327/665/010/2228/front_fr.53.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много соли (1.6 г на 100 г/мл); высокая энергетическая плотность (457 ккал). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3276650102228/sauce-alger-samia,Open Food Facts — ODbL 1.0
off-3281780064209,"Céleri rémoulade à la moutarde à l'ancienne — Pierre Martinet, 300gr [3281780064209]","Céleri rémoulade à la moutarde à l'ancienne — Pierre Martinet, 300gr [3281780064209]",Plant-based foods and beverages,drink,150,1,15,2,2,простые,3,0,1.1,6,"Céleri 70%, huile de colza, eau, moutarde à l'ancienne 1% (eau, vinaigre d'alcool, graines de moutarde, tégument de graines de moutarde, sel, arômes, curcuma), épices, vinaigre d'alcool, moutarde (eau, graines de moutarde, vinaigre d'alcool, sel), jaune d'œuf en poudre, sel, amidon transformé, épaississant: gomme xanthane, acidifiant: E330, antioxydant: acide ascorbique, conservateur: sorbate de potassium.","Céleri 70%, huile de colza, eau, moutarde à l'ancienne 1% (eau, vinaigre d'alcool, graines de moutarde, tégument de graines de moutarde, sel, arômes, curcuma), épices, vinaigre d'alcool, moutarde (eau, graines de moutarde, vinaigre d'alcool, sel), jaune d'œuf en poudre, sel, amidon transformé, épaississant: gomme xanthane, acidifiant: E330, antioxydant: acide ascorbique, conservateur: sorbate de potassium.",,0,0,https://images.openfoodfacts.org/images/products/328/178/006/4209/front_fr.34.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3281780064209/celeri-remoulade-a-la-moutarde-a-l-ancienne-pierre-martinet,Open Food Facts — ODbL 1.0
off-3302740975103,"Poulet & Purée de Courgettes pointe de crème fraîche — Fleury Michon, 300 g e [3302740975103]","Poulet & Purée de Courgettes pointe de crème fraîche — Fleury Michon, 300 g e [3302740975103]",Meats and their products,meal,114,6,5,11,3,смешанные,2,,0.6,8,"Courgettes 42%, poulet traité en salaison rôti (poulet 14%, amidon de tapioca, dextrose, sel), flocons de pommes de terre 8,8%, tomates 7,7% (tomates, jus de tomates, jus de citron concentré), eau, crème fraîche 4,9%, concentré de tomates, oignons 2,1%, beurre, amidon de riz, crème de riz, poudre de lait écrémé, huile d'olive vierge, sel, huile de colza, ail 0,1%, poivre, curcuma, thym 0,02%. Poulet origine UE.","Courgettes 42%, poulet traité en salaison rôti (poulet 14%, amidon de tapioca, dextrose, sel), flocons de pommes de terre 8,8%, tomates 7,7% (tomates, jus de tomates, jus de citron concentré), eau, crème fraîche 4,9%, concentré de tomates, oignons 2,1%, beurre, amidon de riz, crème de riz, poudre de lait écrémé, huile d'olive vierge, sel, huile de colza, ail 0,1%, poivre, curcuma, thym 0,02%. Poulet origine UE.","Источник не содержит проверенного рецепта этого готового блюда. Следуйте способу приготовления, температуре и условиям хранения на упаковке; не используйте эту карточку как замену инструкции производителя.",0,0,https://images.openfoodfacts.org/images/products/330/274/097/5103/front_fr.470.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3302740975103/poulet-puree-de-courgettes-pointe-de-creme-fraiche-fleury-michon,Open Food Facts — ODbL 1.0
off-3336971209164,"La classique nature — Intersnack France, Vico, 135 g [3336971209164]","La classique nature — Intersnack France, Vico, 135 g [3336971209164]",Plant-based foods and beverages,drink,517,6,34,45,1,сложные,4,,0.92,6,"pommes de terre, huile de tournesol, sel","pommes de terre, huile de tournesol, sel",,0,0,https://images.openfoodfacts.org/images/products/333/697/120/9164/front_fr.61.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокая энергетическая плотность (517 ккал). Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3336971209164/la-classique-nature-intersnack-france,Open Food Facts — ODbL 1.0
off-3380380087400,"Spécial matin sarrasin fibre — ekibio, 230 g [3380380087400]","Spécial matin sarrasin fibre — ekibio, 230 g [3380380087400]",Plant-based foods and beverages,drink,333,10,5,69,3,сложные,7,,0.5,9,"Farine de sarrasin* (71%), farine de souchet*, farine de maïs*, farine de riz*, sel marin.","Farine de sarrasin* (71%), farine de souchet*, farine de maïs*, farine de riz*, sel marin.",,0,0,https://images.openfoodfacts.org/images/products/338/038/008/7400/front_fr.106.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (7 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3380380087400/special-matin-sarrasin-fibre-ekibio,Open Food Facts — ODbL 1.0
off-3421557500848,"Choco crisp chocolat — Grillon d'or, 375 g [3421557500848]","Choco crisp chocolat — Grillon d'or, 375 g [3421557500848]",Plant-based foods and beverages,drink,377,8,3,77,18,сложные,5,,0.02,6,"Riz* 60%, sucre de canne&quot;, cacao maigre équitable&quot; 6,5%, blé complet, avoine complète&quot;, orge complète, chocolat noir* 2,2% (pâte de cacao&quot;, sucre de canne&quot;, beurre de cacao&quot;), sirop de malt d'orge déshydraté&quot;, cacao équitable* 1,3%, vanille&quot;. *Ingrédients issus de l'Agriculture Biologique. Les informations soulignées sont destinées aux personnes intolérantes ou allergiques. Traces possibles de fruits à coque, de soja, de graines de sésame, de lait, d'arachide, de moutarde et de lupin.","Riz* 60%, sucre de canne&quot;, cacao maigre équitable&quot; 6,5%, blé complet, avoine complète&quot;, orge complète, chocolat noir* 2,2% (pâte de cacao&quot;, sucre de canne&quot;, beurre de cacao&quot;), sirop de malt d'orge déshydraté&quot;, cacao équitable* 1,3%, vanille&quot;. *Ingrédients issus de l'Agriculture Biologique. Les informations soulignées sont destinées aux personnes intolérantes ou allergiques. Traces possibles de fruits à coque, de soja, de graines de sésame, de lait, d'arachide, de moutarde et de lupin.",,0,0,https://images.openfoodfacts.org/images/products/342/155/750/0848/front_fr.49.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3421557500848/choco-crisp-chocolat-grillon-d-or,Open Food Facts — ODbL 1.0
off-3472331122909,"Galettes épinards-pignons — Céréalpes, 180 g [3472331122909]","Galettes épinards-pignons — Céréalpes, 180 g [3472331122909]",Plant-based foods and beverages,drink,234,7,9,29,3,сложные,6,,1,8,"Flocons de blé* complet hydratés 44,2 g, riz* complet cuit 31,6 g, flocons d'avoine* complète hydratés 22,1 g, farine de blé* complet* 10,6 g, épinards* 9,4 g, huile de tournesol* désodorisée, oignons secs réhydratés, pignons de pin* 3,2 g, ail*, sel de mer, herbes de Provence, poivre*. * Ingrédients issus de l'agriculture biologique.","Flocons de blé* complet hydratés 44,2 g, riz* complet cuit 31,6 g, flocons d'avoine* complète hydratés 22,1 g, farine de blé* complet* 10,6 g, épinards* 9,4 g, huile de tournesol* désodorisée, oignons secs réhydratés, pignons de pin* 3,2 g, ail*, sel de mer, herbes de Provence, poivre*. * Ingrédients issus de l'agriculture biologique.",,0,0,https://images.openfoodfacts.org/images/products/347/233/112/2909/front_fr.55.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (6 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3472331122909/galettes-epinards-pignons-cerealpes,Open Food Facts — ODbL 1.0
off-3560070417148,"Aceto Balsamico di Modena IGP — Carrefour BIO, carrafour bio, Carrefour, 50 cl [3560070417148]","Aceto Balsamico di Modena IGP — Carrefour BIO, carrafour bio, Carrefour, 50 cl [3560070417148]",Condiments,product,122,1,0,25,25,простые,0,,0.08,5,"Vinaigre de vin bio*, moût de raisin cuit bio*. *Contient _sulfites_.","Vinaigre de vin bio*, moût de raisin cuit bio*. *Contient _sulfites_.",,0,0,https://images.openfoodfacts.org/images/products/356/007/041/7148/front_fr.100.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (25 г на 100 г/мл). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3560070417148/aceto-balsamico-di-modena-igp-carrefour-bio,Open Food Facts — ODbL 1.0
off-3560070506316,"Crème FLUIDE — Carrefour BIO, Carrefour, 20 cl [3560070506316]","Crème FLUIDE — Carrefour BIO, Carrefour, 20 cl [3560070506316]",Dairies,product,291,2,30,3,3,простые,0,,0.08,4,"Crème de _lait_ biologique, stabilisant : carraghénanes.","Crème de _lait_ biologique, stabilisant : carraghénanes.",,0,0,https://images.openfoodfacts.org/images/products/356/007/050/6316/front_fr.65.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3560070506316/creme-fluide-carrefour-bio,Open Food Facts — ODbL 1.0
off-3560071013035,"Crunchy Chocolat noir intense — Carrefour, Carrefour Sensation, 500 g [3560071013035]","Crunchy Chocolat noir intense — Carrefour, Carrefour Sensation, 500 g [3560071013035]",Plant-based foods and beverages,drink,441,10,15,62,19,смешанные,9,,0.1,6,"Flocons d'_avoine_ complète 52%, flocons de _blé_ complet 12%, sucre, carrés de chocolat noir 12% (pâte de cacao, sucre, émulsifiant : lécithines, arôme naturel de vanille), huile de tournesol (huile de tournesol, antioxydant : extrait riche en tocophérols), farine de _blé_ 6,4%, sirop de glucose, semoule de riz 1,3%, noix de coco en poudre, caramel (sucre, eau), arôme, sel, farine de malt de _blé_, sucre caramélisé en poudre. Peut contenir des traces de soja, de produits laitiers et de fruits à coque.","Flocons d'_avoine_ complète 52%, flocons de _blé_ complet 12%, sucre, carrés de chocolat noir 12% (pâte de cacao, sucre, émulsifiant : lécithines, arôme naturel de vanille), huile de tournesol (huile de tournesol, antioxydant : extrait riche en tocophérols), farine de _blé_ 6,4%, sirop de glucose, semoule de riz 1,3%, noix de coco en poudre, caramel (sucre, eau), arôme, sel, farine de malt de _blé_, sucre caramélisé en poudre. Peut contenir des traces de soja, de produits laitiers et de fruits à coque.",,0,0,https://images.openfoodfacts.org/images/products/356/007/101/3035/front_fr.94.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (9 г); высокая энергетическая плотность (441 ккал); сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3560071013035/crunchy-chocolat-noir-intense-carrefour,Open Food Facts — ODbL 1.0
off-3560071412852,"Skyr nature — Sensation, 450 g [3560071412852]","Skyr nature — Sensation, 450 g [3560071412852]",Dairies,product,52,9,0,4,4,простые,0,,0.11,9,"_Lait_ écrémé pasteurisé, ferments lactiques (_lait_). Lait origine France.","_Lait_ écrémé pasteurisé, ferments lactiques (_lait_). Lait origine France.",,0,0,https://images.openfoodfacts.org/images/products/356/007/141/2852/front_fr.54.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3560071412852/skyr-nature-sensation,Open Food Facts — ODbL 1.0
off-3560071413750,"NOIR 80% Cacao Equateur — Carrefour BIO, 100 g [3560071413750]","NOIR 80% Cacao Equateur — Carrefour BIO, 100 g [3560071413750]",Snacks,sweet,577,11,44,27,21,простые,14,,0,4,"Pâte de cacao* (fèves de cacao origine Equateur), sucre mi-blanc de canne*. * Ingrédients biologiques. Cacao: 80% minimum. Peut contenir des traces de fruits à coque, de céréales contenant du gluten et du lait. 100% des fèves de cacao proviennent du programme TRANSPARENCE CACAO.","Pâte de cacao* (fèves de cacao origine Equateur), sucre mi-blanc de canne*. * Ingrédients biologiques. Cacao: 80% minimum. Peut contenir des traces de fruits à coque, de céréales contenant du gluten et du lait. 100% des fèves de cacao proviennent du programme TRANSPARENCE CACAO.",,0,0,https://images.openfoodfacts.org/images/products/356/007/141/3750/front_fr.43.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (21 г на 100 г/мл); есть значимое количество клетчатки (14 г); высокая энергетическая плотность (577 ккал). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3560071413750/noir-80-cacao-equateur-carrefour-bio,Open Food Facts — ODbL 1.0
off-3560071429508,"Maxi tranches Complet — CARREFOUR CLASSIC', Carrefour, 550 g [3560071429508]","Maxi tranches Complet — CARREFOUR CLASSIC', Carrefour, 550 g [3560071429508]",Plant-based foods and beverages,drink,262,8,5,42,5,сложные,6,0,0.97,8,"Farine complète de _blé_ 61%, eau, huile de colza, sucre, gluten de _blé_, farine de _blé_ 1,6%, arôme naturel (contient alcool), levure, sel, vinaigre d'alcool, émulsifiant : mono - et diglycérides d'acides gras, agent de traitement de la farine : acide ascorbique. Peut contenir des traces de soja.","Farine complète de _blé_ 61%, eau, huile de colza, sucre, gluten de _blé_, farine de _blé_ 1,6%, arôme naturel (contient alcool), levure, sel, vinaigre d'alcool, émulsifiant : mono - et diglycérides d'acides gras, agent de traitement de la farine : acide ascorbique. Peut contenir des traces de soja.",,0,0,https://images.openfoodfacts.org/images/products/356/007/142/9508/front_fr.42.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (6 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3560071429508/maxi-tranches-complet-carrefour-classic,Open Food Facts — ODbL 1.0
